date(1995-2025),lat,lon,District,STATE,Dist_Code,TEHSIL,Tmax_mean
06-11-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,30.6
07-11-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,30.67
08-11-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,30.43
09-11-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,30.27
10-11-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,29.89
11-11-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,29.8
12-11-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,29.6
13-11-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,29.54
14-11-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,29.32
15-11-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,29.48
16-11-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,28.98
17-11-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,29.01
18-11-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,28.46
19-11-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,28.24
20-11-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,28.25
21-11-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,28.04
22-11-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,27.7
23-11-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,27.88
24-11-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,27.77
25-11-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,27.52
26-11-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,27.48
27-11-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,27.23
28-11-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,27.08
29-11-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,27.04
30-11-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,26.89
01-12-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,26.7
02-12-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,26.38
03-12-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,26.34
04-12-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,26.36
05-12-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,26.17
06-12-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,26.17
07-12-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,25.72
08-12-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,25.32
09-12-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,25.53
10-12-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,25.42
11-12-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,25.19
12-12-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,24.88
13-12-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,24.44
14-12-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,24.06
15-12-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,23.83
16-12-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,23.63
17-12-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,23.62
18-12-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,23.25
19-12-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,22.94
20-12-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,22.67
21-12-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,22.57
22-12-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,22.75
23-12-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,22.74
24-12-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,22.67
25-12-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,22.69
26-12-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,22.04
27-12-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,21.79
28-12-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,21.36
29-12-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,21.31
30-12-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,20.41
31-12-2025,26.5,81.5,AMETHI,UTTAR PRADESH,D680,AMETHI,20.27
01-01-2025,26.5,79.5,AURAIYA,UTTAR PRADESH,D682,AURAIYA,20.07
02-01-2025,26.5,79.5,AURAIYA,UTTAR PRADESH,D682,AURAIYA,19.8
03-01-2025,26.5,79.5,AURAIYA,UTTAR PRADESH,D682,AURAIYA,19.73
04-01-2025,26.5,79.5,AURAIYA,UTTAR PRADESH,D682,AURAIYA,19.72
05-01-2025,26.5,79.5,AURAIYA,UTTAR PRADESH,D682,AURAIYA,19.89
06-01-2025,26.5,79.5,AURAIYA,UTTAR PRADESH,D682,AURAIYA,20.34
07-01-2025,26.5,79.5,AURAIYA,UTTAR PRADESH,D682,AURAIYA,19.94
08-01-2025,26.5,79.5,AURAIYA,UTTAR PRADESH,D682,AURAIYA,20.18
09-01-2025,26.5,79.5,AURAIYA,UTTAR PRADESH,D682,AURAIYA,20
10-01-2025,26.5,79.5,AURAIYA,UTTAR PRADESH,D682,AURAIYA,20.46
11-01-2025,26.5,79.5,AURAIYA,UTTAR PRADESH,D682,AURAIYA,20.71
12-01-2025,26.5,79.5,AURAIYA,UTTAR PRADESH,D682,AURAIYA,20.91
13-01-2025,26.5,79.5,AURAIYA,UTTAR PRADESH,D682,AURAIYA,21.03
14-01-2025,26.5,79.5,AURAIYA,UTTAR PRADESH,D682,AURAIYA,21.43
15-01-2025,26.5,79.5,AURAIYA,UTTAR PRADESH,D682,AURAIYA,20.86
16-01-2025,26.5,79.5,AURAIYA,UTTAR PRADESH,D682,AURAIYA,20.66
17-01-2025,26.5,79.5,AURAIYA,UTTAR PRADESH,D682,AURAIYA,20.53
18-01-2025,26.5,79.5,AURAIYA,UTTAR PRADESH,D682,AURAIYA,20.47
19-01-2025,26.5,79.5,AURAIYA,UTTAR PRADESH,D682,AURAIYA,20.57
20-01-2025,26.5,79.5,AURAIYA,UTTAR PRADESH,D682,AURAIYA,20.76
21-01-2025,26.5,79.5,AURAIYA,UTTAR PRADESH,D682,AURAIYA,21.03
22-01-2025,26.5,79.5,AURAIYA,UTTAR PRADESH,D682,AURAIYA,21.24
23-01-2025,26.5,79.5,AURAIYA,UTTAR PRADESH,D682,AURAIYA,21.83
24-01-2025,26.5,79.5,AURAIYA,UTTAR PRADESH,D682,AURAIYA,21.92
25-01-2025,26.5,79.5,AURAIYA,UTTAR PRADESH,D682,AURAIYA,21.75
26-01-2025,26.5,79.5,AURAIYA,UTTAR PRADESH,D682,AURAIYA,22.4
27-01-2025,26.5,79.5,AURAIYA,UTTAR PRADESH,D682,AURAIYA,22.74
28-01-2025,26.5,79.5,AURAIYA,UTTAR PRADESH,D682,AURAIYA,22.55
29-01-2025,26.5,79.5,AURAIYA,UTTAR PRADESH,D682,AURAIYA,22.66
30-01-2025,26.5,79.5,AURAIYA,UTTAR PRADESH,D682,AURAIYA,23.53
31-01-2025,26.5,79.5,AURAIYA,UTTAR PRADESH,D682,AURAIYA,23.55
01-02-2025,26.5,79.5,AURAIYA,UTTAR PRADESH,D682,AURAIYA,23.54
02-02-2025,26.5,79.5,AURAIYA,UTTAR PRADESH,D682,AURAIYA,23.78
03-02-2025,26.5,79.5,AURAIYA,UTTAR PRADESH,D682,AURAIYA,24.33
04-02-2025,26.5,79.5,AURAIYA,UTTAR PRADESH,D682,AURAIYA,24.22
05-02-2025,26.5,79.5,AURAIYA,UTTAR PRADESH,D682,AURAIYA,24.32
06-02-2025,26.5,79.5,AURAIYA,UTTAR PRADESH,D682,AURAIYA,24.57
07-02-2025,26.5,79.5,AURAIYA,UTTAR PRADESH,D682,AURAIYA,24.63
08-02-2025,26.5,79.5,AURAIYA,UTTAR PRADESH,D682,AURAIYA,24.44
09-02-2025,26.5,79.5,AURAIYA,UTTAR PRADESH,D682,AURAIYA,24.76
10-02-2025,26.5,79.5,AURAIYA,UTTAR PRADESH,D682,AURAIYA,24.89
11-02-2025,26.5,79.5,AURAIYA,UTTAR PRADESH,D682,AURAIYA,25.17
12-02-2025,26.5,79.5,AURAIYA,UTTAR PRADESH,D682,AURAIYA,25.21
13-02-2025,26.5,79.5,AURAIYA,UTTAR PRADESH,D682,AURAIYA,25.5
14-02-2025,26.5,79.5,AURAIYA,UTTAR PRADESH,D682,AURAIYA,26.19
15-02-2025,26.5,79.5,AURAIYA,UTTAR PRADESH,D682,AURAIYA,26.09
16-02-2025,26.5,79.5,AURAIYA,UTTAR PRADESH,D682,AURAIYA,26.19
17-02-2025,26.5,79.5,AURAIYA,UTTAR PRADESH,D682,AURAIYA,26.58
18-02-2025,26.5,79.5,AURAIYA,UTTAR PRADESH,D682,AURAIYA,27.43
19-02-2025,26.5,79.5,AURAIYA,UTTAR PRADESH,D682,AURAIYA,28.03
20-02-2025,26.5,79.5,AURAIYA,UTTAR PRADESH,D682,AURAIYA,28.04
21-02-2025,26.5,79.5,AURAIYA,UTTAR PRADESH,D682,AURAIYA,28.22
22-02-2025,26.5,79.5,AURAIYA,UTTAR PRADESH,D682,AURAIYA,28.13
23-02-2025,26.5,79.5,AURAIYA,UTTAR PRADESH,D682,AURAIYA,28.28
24-02-2025,26.5,79.5,AURAIYA,UTTAR PRADESH,D682,AURAIYA,28.53
25-02-2025,26.5,79.5,AURAIYA,UTTAR PRADESH,D682,AURAIYA,28.29
26-02-2025,26.5,79.5,AURAIYA,UTTAR PRADESH,D682,AURAIYA,28.19
27-02-2025,26.5,79.5,AURAIYA,UTTAR PRADESH,D682,AURAIYA,28.71
28-02-2025,26.5,79.5,AURAIYA,UTTAR PRADESH,D682,AURAIYA,29.24
29-02-2025,26.5,79.5,AURAIYA,UTTAR PRADESH,D682,AURAIYA,29.43
01-03-2025,26.5,79.5,AURAIYA,UTTAR PRADESH,D682,AURAIYA,29.07
02-03-2025,26.5,79.5,AURAIYA,UTTAR PRADESH,D682,AURAIYA,29.28
03-03-2025,26.5,79.5,AURAIYA,UTTAR PRADESH,D682,AURAIYA,29.64
04-03-2025,26.5,79.5,AURAIYA,UTTAR PRADESH,D682,AURAIYA,29.95
05-03-2025,26.5,79.5,AURAIYA,UTTAR PRADESH,D682,AURAIYA,29.71
06-03-2025,26.5,79.5,AURAIYA,UTTAR PRADESH,D682,AURAIYA,29.97
07-03-2025,26.5,79.5,AURAIYA,UTTAR PRADESH,D682,AURAIYA,30.46
08-03-2025,26.5,79.5,AURAIYA,UTTAR PRADESH,D682,AURAIYA,30.65
09-03-2025,26.5,79.5,AURAIYA,UTTAR PRADESH,D682,AURAIYA,31.02
10-03-2025,26.5,79.5,AURAIYA,UTTAR PRADESH,D682,AURAIYA,30.31
11-03-2025,26.5,79.5,AURAIYA,UTTAR PRADESH,D682,AURAIYA,31.21
12-03-2025,26.5,79.5,AURAIYA,UTTAR PRADESH,D682,AURAIYA,31.28
13-03-2025,26.5,79.5,AURAIYA,UTTAR PRADESH,D682,AURAIYA,31.19
14-03-2025,26.5,79.5,AURAIYA,UTTAR PRADESH,D682,AURAIYA,31.34
15-03-2025,26.5,79.5,AURAIYA,UTTAR PRADESH,D682,AURAIYA,31.43
16-03-2025,26.5,79.5,AURAIYA,UTTAR PRADESH,D682,AURAIYA,32.38
17-03-2025,26.5,79.5,AURAIYA,UTTAR PRADESH,D682,AURAIYA,32.79
18-03-2025,26.5,79.5,AURAIYA,UTTAR PRADESH,D682,AURAIYA,33.3
19-03-2025,26.5,79.5,AURAIYA,UTTAR PRADESH,D682,AURAIYA,33.46
20-03-2025,26.5,79.5,AURAIYA,UTTAR PRADESH,D682,AURAIYA,33.97
21-03-2025,26.5,79.5,AURAIYA,UTTAR PRADESH,D682,AURAIYA,33.77
22-03-2025,26.5,79.5,AURAIYA,UTTAR PRADESH,D682,AURAIYA,34.04
23-03-2025,26.5,79.5,AURAIYA,UTTAR PRADESH,D682,AURAIYA,34.64
24-03-2025,26.5,79.5,AURAIYA,UTTAR PRADESH,D682,AURAIYA,35.01
25-03-2025,26.5,79.5,AURAIYA,UTTAR PRADESH,D682,AURAIYA,35.44
26-03-2025,26.5,79.5,AURAIYA,UTTAR PRADESH,D682,AURAIYA,35.64
27-03-2025,26.5,79.5,AURAIYA,UTTAR PRADESH,D682,AURAIYA,35.54
28-03-2025,26.5,79.5,AURAIYA,UTTAR PRADESH,D682,AURAIYA,36.25
29-03-2025,26.5,79.5,AURAIYA,UTTAR PRADESH,D682,AURAIYA,36.32
30-03-2025,26.5,79.5,AURAIYA,UTTAR PRADESH,D682,AURAIYA,36.2
31-03-2025,26.5,79.5,AURAIYA,UTTAR PRADESH,D682,AURAIYA,36.35
01-04-2025,26.5,79.5,AURAIYA,UTTAR PRADESH,D682,AURAIYA,36.69
02-04-2025,26.5,79.5,AURAIYA,UTTAR PRADESH,D682,AURAIYA,36.89
03-04-2025,26.5,79.5,AURAIYA,UTTAR PRADESH,D682,AURAIYA,37.1
04-04-2025,26.5,79.5,AURAIYA,UTTAR PRADESH,D682,AURAIYA,37.29
05-04-2025,26.5,79.5,AURAIYA,UTTAR PRADESH,D682,AURAIYA,37.59
06-04-2025,26.5,79.5,AURAIYA,UTTAR PRADESH,D682,AURAIYA,38.18
07-04-2025,26.5,79.5,AURAIYA,UTTAR PRADESH,D682,AURAIYA,38.29
08-04-2025,26.5,79.5,AURAIYA,UTTAR PRADESH,D682,AURAIYA,38.02
09-04-2025,26.5,79.5,AURAIYA,UTTAR PRADESH,D682,AURAIYA,38.21
10-04-2025,26.5,79.5,AURAIYA,UTTAR PRADESH,D682,AURAIYA,38.13
11-04-2025,26.5,79.5,AURAIYA,UTTAR PRADESH,D682,AURAIYA,38.36
12-04-2025,26.5,79.5,AURAIYA,UTTAR PRADESH,D682,AURAIYA,38.5
13-04-2025,26.5,79.5,AURAIYA,UTTAR PRADESH,D682,AURAIYA,38.48
14-04-2025,26.5,79.5,AURAIYA,UTTAR PRADESH,D682,AURAIYA,38.76
15-04-2025,26.5,79.5,AURAIYA,UTTAR PRADESH,D682,AURAIYA,39.51
16-04-2025,26.5,79.5,AURAIYA,UTTAR PRADESH,D682,AURAIYA,39.23
17-04-2025,26.5,79.5,AURAIYA,UTTAR PRADESH,D682,AURAIYA,39.02
18-04-2025,26.5,79.5,AURAIYA,UTTAR PRADESH,D682,AURAIYA,38.48
19-04-2025,26.5,79.5,AURAIYA,UTTAR PRADESH,D682,AURAIYA,39.22
20-04-2025,26.5,79.5,AURAIYA,UTTAR PRADESH,D682,AURAIYA,39.17
21-04-2025,26.5,79.5,AURAIYA,UTTAR PRADESH,D682,AURAIYA,38.97
22-04-2025,26.5,79.5,AURAIYA,UTTAR PRADESH,D682,AURAIYA,39.32
23-04-2025,26.5,79.5,AURAIYA,UTTAR PRADESH,D682,AURAIYA,39.29
24-04-2025,26.5,79.5,AURAIYA,UTTAR PRADESH,D682,AURAIYA,39.76
25-04-2025,26.5,79.5,AURAIYA,UTTAR PRADESH,D682,AURAIYA,40.13
26-04-2025,26.5,79.5,AURAIYA,UTTAR PRADESH,D682,AURAIYA,40.17
27-04-2025,26.5,79.5,AURAIYA,UTTAR PRADESH,D682,AURAIYA,40.23
28-04-2025,26.5,79.5,AURAIYA,UTTAR PRADESH,D682,AURAIYA,40.34
29-04-2025,26.5,79.5,AURAIYA,UTTAR PRADESH,D682,AURAIYA,40.9
30-04-2025,26.5,79.5,AURAIYA,UTTAR PRADESH,D682,AURAIYA,40.78
01-05-2025,26.5,79.5,AURAIYA,UTTAR PRADESH,D682,AURAIYA,40.31
02-05-2025,26.5,79.5,AURAIYA,UTTAR PRADESH,D682,AURAIYA,40.15
03-05-2025,26.5,79.5,AURAIYA,UTTAR PRADESH,D682,AURAIYA,39.6
04-05-2025,26.5,79.5,AURAIYA,UTTAR PRADESH,D682,AURAIYA,39.67
05-05-2025,26.5,79.5,AURAIYA,UTTAR PRADESH,D682,AURAIYA,39.64
06-05-2025,26.5,79.5,AURAIYA,UTTAR PRADESH,D682,AURAIYA,40.4
07-05-2025,26.5,79.5,AURAIYA,UTTAR PRADESH,D682,AURAIYA,40.6
08-05-2025,26.5,79.5,AURAIYA,UTTAR PRADESH,D682,AURAIYA,40.78
09-05-2025,26.5,79.5,AURAIYA,UTTAR PRADESH,D682,AURAIYA,40.73
10-05-2025,26.5,79.5,AURAIYA,UTTAR PRADESH,D682,AURAIYA,41.16
11-05-2025,26.5,79.5,AURAIYA,UTTAR PRADESH,D682,AURAIYA,40.74
12-05-2025,26.5,79.5,AURAIYA,UTTAR PRADESH,D682,AURAIYA,40.76
13-05-2025,26.5,79.5,AURAIYA,UTTAR PRADESH,D682,AURAIYA,40.65
14-05-2025,26.5,79.5,AURAIYA,UTTAR PRADESH,D682,AURAIYA,41.01
15-05-2025,26.5,79.5,AURAIYA,UTTAR PRADESH,D682,AURAIYA,41.2
16-05-2025,26.5,79.5,AURAIYA,UTTAR PRADESH,D682,AURAIYA,41.84
17-05-2025,26.5,79.5,AURAIYA,UTTAR PRADESH,D682,AURAIYA,41.56
18-05-2025,26.5,79.5,AURAIYA,UTTAR PRADESH,D682,AURAIYA,41.5
19-05-2025,26.5,79.5,AURAIYA,UTTAR PRADESH,D682,AURAIYA,41.31
20-05-2025,26.5,79.5,AURAIYA,UTTAR PRADESH,D682,AURAIYA,41.16
21-05-2025,26.5,79.5,AURAIYA,UTTAR PRADESH,D682,AURAIYA,41.37
22-05-2025,26.5,79.5,AURAIYA,UTTAR PRADESH,D682,AURAIYA,41.22
23-05-2025,26.5,79.5,AURAIYA,UTTAR PRADESH,D682,AURAIYA,41.22
24-05-2025,26.5,79.5,AURAIYA,UTTAR PRADESH,D682,AURAIYA,41.25
25-05-2025,26.5,79.5,AURAIYA,UTTAR PRADESH,D682,AURAIYA,41.32
26-05-2025,26.5,79.5,AURAIYA,UTTAR PRADESH,D682,AURAIYA,41.62
27-05-2025,26.5,79.5,AURAIYA,UTTAR PRADESH,D682,AURAIYA,41.61
28-05-2025,26.5,79.5,AURAIYA,UTTAR PRADESH,D682,AURAIYA,41.4
29-05-2025,26.5,79.5,AURAIYA,UTTAR PRADESH,D682,AURAIYA,41.36
30-05-2025,26.5,79.5,AURAIYA,UTTAR PRADESH,D682,AURAIYA,41.14
31-05-2025,26.5,79.5,AURAIYA,UTTAR PRADESH,D682,AURAIYA,41.38
01-06-2025,26.5,79.5,AURAIYA,UTTAR PRADESH,D682,AURAIYA,41.08
02-06-2025,26.5,79.5,AURAIYA,UTTAR PRADESH,D682,AURAIYA,41.1
03-06-2025,26.5,79.5,AURAIYA,UTTAR PRADESH,D682,AURAIYA,41.51
04-06-2025,26.5,79.5,AURAIYA,UTTAR PRADESH,D682,AURAIYA,41.37
05-06-2025,26.5,79.5,AURAIYA,UTTAR PRADESH,D682,AURAIYA,41.21
06-06-2025,26.5,79.5,AURAIYA,UTTAR PRADESH,D682,AURAIYA,41.03
07-06-2025,26.5,79.5,AURAIYA,UTTAR PRADESH,D682,AURAIYA,40.57
08-06-2025,26.5,79.5,AURAIYA,UTTAR PRADESH,D682,AURAIYA,41.07
09-06-2025,26.5,79.5,AURAIYA,UTTAR PRADESH,D682,AURAIYA,41.11
10-06-2025,26.5,79.5,AURAIYA,UTTAR PRADESH,D682,AURAIYA,40.88
11-06-2025,26.5,79.5,AURAIYA,UTTAR PRADESH,D682,AURAIYA,40.81
12-06-2025,26.5,79.5,AURAIYA,UTTAR PRADESH,D682,AURAIYA,40.55
13-06-2025,26.5,79.5,AURAIYA,UTTAR PRADESH,D682,AURAIYA,40.86
14-06-2025,26.5,79.5,AURAIYA,UTTAR PRADESH,D682,AURAIYA,40.5
15-06-2025,26.5,79.5,AURAIYA,UTTAR PRADESH,D682,AURAIYA,39.93
16-06-2025,26.5,79.5,AURAIYA,UTTAR PRADESH,D682,AURAIYA,39.09
17-06-2025,26.5,79.5,AURAIYA,UTTAR PRADESH,D682,AURAIYA,38.85
18-06-2025,26.5,79.5,AURAIYA,UTTAR PRADESH,D682,AURAIYA,38.52
19-06-2025,26.5,79.5,AURAIYA,UTTAR PRADESH,D682,AURAIYA,38.48
20-06-2025,26.5,79.5,AURAIYA,UTTAR PRADESH,D682,AURAIYA,38.37
21-06-2025,26.5,79.5,AURAIYA,UTTAR PRADESH,D682,AURAIYA,38.71
22-06-2025,26.5,79.5,AURAIYA,UTTAR PRADESH,D682,AURAIYA,38.29
23-06-2025,26.5,79.5,AURAIYA,UTTAR PRADESH,D682,AURAIYA,38.16
24-06-2025,26.5,79.5,AURAIYA,UTTAR PRADESH,D682,AURAIYA,37.97
25-06-2025,26.5,79.5,AURAIYA,UTTAR PRADESH,D682,AURAIYA,37.59
26-06-2025,26.5,79.5,AURAIYA,UTTAR PRADESH,D682,AURAIYA,37.4
27-06-2025,26.5,79.5,AURAIYA,UTTAR PRADESH,D682,AURAIYA,36.6
28-06-2025,26.5,79.5,AURAIYA,UTTAR PRADESH,D682,AURAIYA,36.29
29-06-2025,26.5,79.5,AURAIYA,UTTAR PRADESH,D682,AURAIYA,36.02
30-06-2025,26.5,79.5,AURAIYA,UTTAR PRADESH,D682,AURAIYA,35.26
01-07-2025,26.5,79.5,AURAIYA,UTTAR PRADESH,D682,AURAIYA,36.1
02-07-2025,26.5,79.5,AURAIYA,UTTAR PRADESH,D682,AURAIYA,36.37
03-07-2025,26.5,79.5,AURAIYA,UTTAR PRADESH,D682,AURAIYA,36.02
04-07-2025,26.5,79.5,AURAIYA,UTTAR PRADESH,D682,AURAIYA,36.33
05-07-2025,26.5,79.5,AURAIYA,UTTAR PRADESH,D682,AURAIYA,35.48
06-07-2025,26.5,79.5,AURAIYA,UTTAR PRADESH,D682,AURAIYA,35.2
07-07-2025,26.5,79.5,AURAIYA,UTTAR PRADESH,D682,AURAIYA,35.35
08-07-2025,26.5,79.5,AURAIYA,UTTAR PRADESH,D682,AURAIYA,35.22
09-07-2025,26.5,79.5,AURAIYA,UTTAR PRADESH,D682,AURAIYA,34.84
10-07-2025,26.5,79.5,AURAIYA,UTTAR PRADESH,D682,AURAIYA,34.86
11-07-2025,26.5,79.5,AURAIYA,UTTAR PRADESH,D682,AURAIYA,34.55
12-07-2025,26.5,79.5,AURAIYA,UTTAR PRADESH,D682,AURAIYA,34.4
13-07-2025,26.5,79.5,AURAIYA,UTTAR PRADESH,D682,AURAIYA,34.53
14-07-2025,26.5,79.5,AURAIYA,UTTAR PRADESH,D682,AURAIYA,34.59
15-07-2025,26.5,79.5,AURAIYA,UTTAR PRADESH,D682,AURAIYA,34.47
16-07-2025,26.5,79.5,AURAIYA,UTTAR PRADESH,D682,AURAIYA,34.33
17-07-2025,26.5,79.5,AURAIYA,UTTAR PRADESH,D682,AURAIYA,34.34
18-07-2025,26.5,79.5,AURAIYA,UTTAR PRADESH,D682,AURAIYA,34.45
19-07-2025,26.5,79.5,AURAIYA,UTTAR PRADESH,D682,AURAIYA,34.53
20-07-2025,26.5,79.5,AURAIYA,UTTAR PRADESH,D682,AURAIYA,34.29
21-07-2025,26.5,79.5,AURAIYA,UTTAR PRADESH,D682,AURAIYA,33.81
22-07-2025,26.5,79.5,AURAIYA,UTTAR PRADESH,D682,AURAIYA,33.86
23-07-2025,26.5,79.5,AURAIYA,UTTAR PRADESH,D682,AURAIYA,33.9
24-07-2025,26.5,79.5,AURAIYA,UTTAR PRADESH,D682,AURAIYA,33.7
25-07-2025,26.5,79.5,AURAIYA,UTTAR PRADESH,D682,AURAIYA,33.43
26-07-2025,26.5,79.5,AURAIYA,UTTAR PRADESH,D682,AURAIYA,33.24
27-07-2025,26.5,79.5,AURAIYA,UTTAR PRADESH,D682,AURAIYA,32.8
28-07-2025,26.5,79.5,AURAIYA,UTTAR PRADESH,D682,AURAIYA,32.95
29-07-2025,26.5,79.5,AURAIYA,UTTAR PRADESH,D682,AURAIYA,32.85
30-07-2025,26.5,79.5,AURAIYA,UTTAR PRADESH,D682,AURAIYA,33.22
31-07-2025,26.5,79.5,AURAIYA,UTTAR PRADESH,D682,AURAIYA,33.21
01-08-2025,26.5,79.5,AURAIYA,UTTAR PRADESH,D682,AURAIYA,33.42
02-08-2025,26.5,79.5,AURAIYA,UTTAR PRADESH,D682,AURAIYA,32.95
03-08-2025,26.5,79.5,AURAIYA,UTTAR PRADESH,D682,AURAIYA,32.72
04-08-2025,26.5,79.5,AURAIYA,UTTAR PRADESH,D682,AURAIYA,33.12
05-08-2025,26.5,79.5,AURAIYA,UTTAR PRADESH,D682,AURAIYA,33.42
06-08-2025,26.5,79.5,AURAIYA,UTTAR PRADESH,D682,AURAIYA,33.12
07-08-2025,26.5,79.5,AURAIYA,UTTAR PRADESH,D682,AURAIYA,32.74
08-08-2025,26.5,79.5,AURAIYA,UTTAR PRADESH,D682,AURAIYA,32.92
09-08-2025,26.5,79.5,AURAIYA,UTTAR PRADESH,D682,AURAIYA,33.07
10-08-2025,26.5,79.5,AURAIYA,UTTAR PRADESH,D682,AURAIYA,33.32
11-08-2025,26.5,79.5,AURAIYA,UTTAR PRADESH,D682,AURAIYA,32.77
12-08-2025,26.5,79.5,AURAIYA,UTTAR PRADESH,D682,AURAIYA,32.96
13-08-2025,26.5,79.5,AURAIYA,UTTAR PRADESH,D682,AURAIYA,32.74
14-08-2025,26.5,79.5,AURAIYA,UTTAR PRADESH,D682,AURAIYA,32.57
15-08-2025,26.5,79.5,AURAIYA,UTTAR PRADESH,D682,AURAIYA,32.63
16-08-2025,26.5,79.5,AURAIYA,UTTAR PRADESH,D682,AURAIYA,33.07
17-08-2025,26.5,79.5,AURAIYA,UTTAR PRADESH,D682,AURAIYA,33.17
18-08-2025,26.5,79.5,AURAIYA,UTTAR PRADESH,D682,AURAIYA,33.02
19-08-2025,26.5,79.5,AURAIYA,UTTAR PRADESH,D682,AURAIYA,32.7
20-08-2025,26.5,79.5,AURAIYA,UTTAR PRADESH,D682,AURAIYA,32.61
21-08-2025,26.5,79.5,AURAIYA,UTTAR PRADESH,D682,AURAIYA,32.79
22-08-2025,26.5,79.5,AURAIYA,UTTAR PRADESH,D682,AURAIYA,32.9
23-08-2025,26.5,79.5,AURAIYA,UTTAR PRADESH,D682,AURAIYA,32.92
24-08-2025,26.5,79.5,AURAIYA,UTTAR PRADESH,D682,AURAIYA,32.99
25-08-2025,26.5,79.5,AURAIYA,UTTAR PRADESH,D682,AURAIYA,33.08
26-08-2025,26.5,79.5,AURAIYA,UTTAR PRADESH,D682,AURAIYA,33.38
27-08-2025,26.5,79.5,AURAIYA,UTTAR PRADESH,D682,AURAIYA,33.31
28-08-2025,26.5,79.5,AURAIYA,UTTAR PRADESH,D682,AURAIYA,33.37
29-08-2025,26.5,79.5,AURAIYA,UTTAR PRADESH,D682,AURAIYA,33.43
30-08-2025,26.5,79.5,AURAIYA,UTTAR PRADESH,D682,AURAIYA,33.56
